"Abundance: F1: Sample, NCL_VEH","Abundance: F2: Sample, NCL_LNA","Abundance: F3: Sample, NCL_ION","Abundance: F4: Sample, CL_VEH","Abundance: F5: Sample, CL_LNA","Abundance: F6: Sample, CL_ION","Abundance: F7: Sample, NCL_VEH","Abundance: F8: Sample, NCL_LNA","Abundance: F9: Sample, NCL_ION","Abundance: F10: Sample, CL_VEH","Abundance: F11: Sample, CL_LNA","Abundance: F12: Sample, CL_ION","Abundance: F13: Sample, NCL_VEH","Abundance: F14: Sample, NCL_LNA","Abundance: F15: Sample, NCL_ION","Abundance: F16: Sample, CL_VEH","Abundance: F17: Sample, CL_LNA","Abundance: F18: Sample, CL_ION"
6030.466309,214625.0625,13179.99121,1748214,1039077.789,129683.3633,144686.25,243777.5957,21546.30811,1263889.5,1789264.656,1085090.453,127818.1016,252054.6582,19117.92578,1948418.125,55734.86328,1945755.469
,,,,,57002.99609,,,,,,1162251.75,,,,,,386991.1563
3555725.25,891646.002,1417877.625,2932689.75,226264.3125,71940.08203,3097208.121,3461737.434,4436617,1273809.625,2563124.766,1118801.25,1128074.625,1100114.125,217858.9844,308957.625,20180.68555,172936.9688
,,,,,,,,,22504.25,42574.64453,497992.5625,,,,,,
,22407.69238,,1447688.375,92843.91406,6578.758789,1024139.188,647531.9375,,805137.1914,1142592,7031834.5,,665948.7539,,1676048.195,,357182.1875
,,,,,,97060.83594,28247.06836,,,,,,36370.97656,,86044.50781,,
,,,,,,,,,,112770.5156,983126.1875,,,,,,
,,,,,,,,,,,265607.5938,,,,,,
,,,421554.3906,,,240098.6563,,,,308484.9375,,,280887.8438,,904537.1875,89403.6875,184889.1563
921002.6875,1192710.25,,1551254.375,498793.9063,149607.6406,,445386.9063,,622161.4375,2256984.5,583443.125,722670.5625,946265.6875,,1824946.5,206994.2031,402309.5313
,,,,,,,,,,,,,,,815816.9375,,
,,,,,,,,,,,,,,,,,
,,1069256.375,,,54441.21875,,100521.0469,280112.375,23131.51758,146819.0313,4926233,,129169.6328,,,,543891.1875
,,,,,,28473.04883,25547.23242,,,,363924.4688,,,,,,51715.67969
,,,,,,,,,,,702925.5,,,,,,
107424940.2,59583205.81,58208904,118427681.7,33858621.42,28536115.72,145709028,225586721.6,94900301.67,76891669.69,185716535.9,95326804.5,40301572.44,81313617.42,31396878,41661547.83,15522992.1,36137538.07
,,,,,,,,,,,,,,,,,
,22499.29102,,,,,1666498.75,454443.625,,447518.0625,813534.375,7900283.5,,,,631154.25,,
,,,160473.8594,,305032.4063,498392.5625,129829.1328,,204915.9688,,3203469,,,,,,335604.9688
,,,,,,,,,,,,,,,,,
5636.555176,,5337.787109,1107391.5,,,928894.625,515235.75,12646.50195,249200.9063,501709.2813,244975.0781,,264426.7813,,139424.6563,,61026.35156
,,,456065.0625,84905.10938,20008.09766,157511.0938,246333.5625,,138388.9063,711871.6563,380145.2188,,1470545.125,,341138.875,39599.82813,62779.70313
,,,108587.2109,,40696.42578,,,,,,230016.7813,,,,,,69140.19531
327861.2813,,196673.5625,873873.125,59203.40625,,1064806.75,680999.75,175619.918,280166.7188,470984.5,403411.1875,62348.96484,271387.25,,142335.9219,,44055.29297
,,,148244.0625,53890.67969,184303.7344,462517.6875,,,123836.6797,226266.8906,1404205.5,,336815.625,,537084.0625,,328677.3125
,240726.1875,37068.71094,135573.7813,,,25840.3418,,33105.86328,126046.2109,1283610.75,382464.125,,1237535.875,,434939.8125,,
,,,,,,,,,,,,,,,,,
11810673,20436074.81,7338956.542,68213746.27,1399907.844,263194.6406,59906851.35,29508896.14,,17802812.92,65832467.83,62166691.27,182735.2656,10258797.63,,4767285.359,649553.4238,389994.4063
,,,1696733.25,422816.9063,103094.606,1997833.332,1341205.25,,1222319.5,3150115.25,1523955.125,,4340971.5,,11515628.38,1278707,2111310.781
,,,,,,,,,,211890.5625,883162.25,,272705.3125,,,,65281.45996
,11395.15234,38986.07422,,13332.61426,7120.59668,,,,,,282747.0625,8394.22168,,,,,70736.5625
,589410.5,,449095.625,,,235295.5,95503.29688,,85841.05469,243814.1563,186732.7344,,62176.0625,,86165.69531,,
3279426.479,14996.48242,45651554.14,271315,710412.627,1732692.694,599064.8203,1815627,5012455.535,253255.875,2792188.5,15968012.35,,4415004.938,16268597.27,364831.7188,1128566.781,14597553.58
,,,,,21856.61133,,,,,129183.8672,1371781.658,9258.300781,744861.5,,,,84742.23828
,,235573,,5592.454102,213827.7031,,,6099.79834,,90301.14063,757532.3125,,,6085.191406,,30414.46875,2189850.5
5479330,12617234,8779765,2593550.328,62084.92188,43623.27344,4617543.875,1292889.344,4977363.5,40213.44922,850606.1602,1354583.297,7900457.5,1611856.266,12079250,,162631.6211,371138.0625
221084.0313,206794.0781,176994.3281,518965.9688,,,1080216.625,259392.8281,,179531.3594,590998.0625,2564358,289814.5625,404627.9063,270736.5,271939.6875,,30749.46875
,,,,,,,,,,,429789.3438,,,66646.5625,,,
,,,,79405.85156,,,301978.0938,,,454258,,,939197.625,,,,
187550.6094,,759712.5,524816.8125,37329.37109,145419.2422,588705.3125,248659.6875,536405.4375,319587.4844,713251.8125,4917706.93,284951.25,495185.5938,622149.25,324110.3125,,615878.082
,12019.98926,,59543.77344,,6633.441406,,,,,60092.16406,275255,,80749.35938,,28827.84766,,15938.77051
,,,,,,,,,,,,,,,,,
,,,,,,71718.74219,,,56496.91797,634020.2891,214422.7813,,822533.5938,,,,
,,,,,,,,,,,,,,,,,
,,,162700.7344,39591.79297,,,,,71118.23438,2028392.313,447634.3672,,430076.4375,,728388.625,,
756411.9634,2251325.037,639317.0962,7850047.172,588138.7041,8454.262695,12428293.61,6828155.896,15608.73535,3960150.602,9292225.035,4797817.852,832829.7969,5499116.459,1846074.304,5712916.5,,617626.5
1165994.875,11619537,4833822.625,12686451.5,1112649.344,241591.7598,22492833.17,6161304.664,16558812,3423776.125,38850764,6579568.75,3644587.75,23726198.3,,2451716.875,166808.0313,905222.0625
,,,,,,536169.8633,,,164804.457,644413.0313,698370.9531,,1273534.219,,,,
,2053337.625,280874.6563,1812275.281,231484.418,155582.0488,1860214.359,1768318.281,623861.625,1502522.25,7211103.75,844033.0625,,4556963.734,369906.6875,414994.0625,,63227.55859
,,173995.0313,590466.375,142898.1406,80246.04688,963524.375,947936.375,,1414647.875,1445809.375,2418450.25,472028.4063,2102676.5,683961.9375,1776550.375,216344.6719,855996.875
,,,1213752.125,168257.0781,95311.30469,2400501.25,575174.375,,690338.5625,1715002.625,960915,,827402.875,,,,63336.26172
7621244.984,4220096.109,4547104.672,3279253.313,939229.9688,1102904.792,4467390.176,3277909.242,4269009.813,1991057.719,5088868.352,1975425.664,3762122.5,2005633.152,581558.375,1249275.953,565736.9365,826688.1484
,,,,,,,,,,,715800.0625,,,,,,
,,,36567.10938,,,143886.5781,42497.44922,,,,303717.5625,,,,,,
,,,444682.1563,9872.571289,5153.566406,88965.36719,,,1446647.172,2106722.25,3167030.422,,1209018.727,41346.15234,56674.04297,,71614.66406
,,1099345.125,,175532.7031,415411.3438,,493412.4219,540734.375,,139960.9531,1702298.219,,393760.75,680160.5,,104072.8516,2957643.75
,,,,,,,,,,,,,,,,,
251277.1406,,82216.84375,,161391.6094,35782.80469,153229.3594,213369.6328,,,158407.6094,112964.0391,,344085.0313,,,80887.16406,90602.375
120610.5313,67580.69922,219406.7188,206959.625,103272.9922,58978.1875,615689.1875,133073.6563,,333286,116990.9609,4226147,28905.08301,114934.2422,,123382.2891,667940.625,151426.3906
,,,,,10217.38672,169054.4063,268107.1875,,,,991017.5,,,,,,79009.14844
,,,55124.26563,,,,28278.75391,,,45995.71875,1812103.125,,,,72468.19531,,30551.47656
3327230.25,1786864,4346969.5,9839901,2112546.75,244757.3125,14002136,4836473,6838396.789,5044006.5,4942117,3438764,1770411.875,2352727.25,1117620.25,4595923,276791.6875,1510907.977
,,,,,,,,,,,,,,,,,
,,,2540137.75,203095.5156,,1278374.875,1248739.25,,1286056.5,3596555.75,2257450.75,,1005870.75,,426251.0625,,101885.6563
,,,,,,,,,44470.86719,,,,,,,,155451.1719
,,,,,,,,,,,104271.4922,,,,,,
,,,,,,,,,,,,,,,,,
234708.4531,245870.7344,31130.82227,73743.26563,,10652.02734,,246124.7031,,,83146.09375,144518.8906,166367.0938,,25271.29883,,,25032.58398
,,,,,,85287.84375,,,,,1608529.75,,23576.26953,,50448.55469,,
,,,,,,111657.3672,75819.85156,,83034.85938,,110870.6875,,180524.4219,,,,205561.4375
,,,188123.9063,91986.33594,39330.52734,668427.0625,387567.2188,,207838.0156,248106.4844,1807395.25,,1072799.125,,457991.5625,106195.5625,336442.9375
,420939.3438,246934.9063,895276.375,268133.4688,164890.3359,786028.8438,496709.4063,188411.9375,281092.7188,951418.6875,534214.1406,236081.6719,141978.8125,521397.2188,320885.8125,463413.2188,678489.75
980124.8125,560460.4375,946647.0625,5421126,1923162.391,403118.625,6494822.5,3285804.5,2542889.096,2038814.125,2113169.25,1399240.625,678895.0098,1044213.688,412612.0527,1112513.375,493344.1133,1364915.355
,,,,,,,,,,185554.6563,559170.25,,,,,,
,,,,,,,,,,,,,,,,,
121756.0781,,,,60418.00781,135412.9531,258419.1406,130005.125,,121304.9531,,1673896.5,,,,,,88104.52344
,,,808002.9375,60463.75781,9000.797852,696720.1875,663114.75,,404290.4063,455936.875,214381.2188,,386633.9375,,199727.75,,36360.20703
,,,73656.94531,40819.01953,68787.45313,197549.0938,188816.2813,,,,359327.0938,,,,,29131.13867,96558.13281
,,165646.5781,,46793.51563,103891.4766,695550.0625,174121.9531,,247682.4844,340529.3438,1691198.563,,,,244586.7344,52952.25391,145966.8594
,,,,,,,,,,,,,,,,,
,,,,,,537803.75,,,119453.25,108865.1484,1289142.375,,,,72872.13281,,
,,,896469.5,606187.375,433411.375,1320252.625,1210431.625,,582329.4375,1337611.75,1583458,,745605.5625,,979628.8125,349444.8438,2142753.5
4861735,,21600320,969364.0625,6876369,5905360,878872.0625,8767025,3723142.375,557407.1875,6757270.5,19505944,615718.5,11685879,9939892.75,1189176,3080650,73999504
203403.5469,,1283602.5,,109158.4219,69840.82813,35716.65625,355521.625,467360.9375,44250.74219,289955.875,424461.375,,921061.4375,1790030.75,,234549.875,2159074.813
,,,287348.0313,,,148494.6875,,,55252.71484,617786.25,57771.52344,,44968.0625,,879346.875,147238.375,33959.70703
,1059420,,2953525.438,299904.4805,8129.473145,,512038,,1233549.875,5107270.281,1137327.152,,14344.51563,,5430830.68,1097225.008,469487.8477
,8073.800293,8749.473145,2493693.75,271556.3438,49206.51172,703790.125,411495.4688,,882026.8125,4321468.5,854531.5625,,315341.3926,,5926717.125,158153.6563,544076.25
,,,496261.875,,77141.89844,677117.5,437437.4063,,205011.6563,529800.8203,3079701,,247315.125,,,,69013.13281
,,,34991.23828,,57776.78516,45394.97266,,,,223063.9219,1481834.375,,,,,,115508.6094
,,,,,,,,,,,,,,,,,
2131721.5,242953.2031,646642,1964420.051,344734.6406,64048.86279,1297300.535,2637930.414,110085.9844,1136141.656,1584855.953,42255.9375,,813286.8203,,196846.25,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,21405.38281,,,,,,3562215.5,,,,,,72636.89844
,,,539236.6719,,38021.52344,,,,58258.96875,591216.25,,151939.4688,461996.8125,240662.4844,2813947.25,944141.8125,1214096.531
,,,,,,297934.4688,126619.1328,,,,,,,,,,54794.74609
283850.0625,14963.93652,,468870.9219,21410.45703,,604014.0938,514900.6875,209107.4063,178718.1172,391491.9063,174785.1992,,169599.7734,,,14904.16113,
,,,,,15979.02148,,,,,,82511.48438,,,,,,
,10040.33398,,31046.43555,,,158971.875,71539.70313,,158510,99069.89063,3271248.5,,,,80964.17188,,
,,,,,,446408.75,208730.1563,,179829.2031,361120.0625,753797.1875,,399477.5,,290932.3125,,423488.5
,,,,,,,,,,,,,,,338464.125,,
,,,248097.3438,,,274301.1875,,,72362.67188,1175994.25,72493.625,,,,542573.375,,
,,,,,,,,,,,,,,,862490.5625,,
,,,,,355685.0938,,273620.125,,,481423.625,1467635.125,,882918.75,,,,896258.4375
,,,,,,,,,,,725292.5625,,51947.5625,,,,
,18265.84766,,,,,,,,,,932277.8125,,,,,11611.84473,37195.37891
,,,,,,,,,,,,,,,,,
,,3635178,,,459553.0313,,,449201.0313,,,686059.125,,25776.77148,602341.875,,,1161233.25
,,,,,95954.625,367935.875,376380.7188,,709985.375,580841.125,796617.0625,,507499.8438,,939647.1875,116284.0625,810746.5
,1109636.75,,2808320.75,363072.7324,100030.2803,1094161.75,680071.125,,,1186441,916962,696870.125,1633603.75,895490.375,3944469.25,,888791.4375
,10637.25391,,3388659.996,465622.0156,106060.6953,2106663.023,1346226.625,45853.5293,692378.25,2010813.5,1079725.25,,880334.125,9613.170898,595082.75,108567.1895,650742.6875
,,,,,,,,,,,,,,,,,
,322073.375,,1179515.875,674885.4375,150600.8125,815170.3125,853910.6875,,1749538.375,1014590.25,1286063.625,199136.9688,1649593.5,,2630171,323846.4063,2200793.125
,,,,,,,,,474678.8438,231973.0938,86068.07813,,3629906.688,,678075.875,9458.251953,
1476308.375,2663199.25,3617148.5,8364417,1727653.313,270385.1328,5142870.43,3564265.25,1536473.25,4100404.25,5713123.406,4116447.5,4531562,,4583292,14483754.66,33405.32422,3314318.563
168714.8281,472187.875,133561.4219,1238847,479639.4375,153246.1875,1014641.875,472735.7188,217496.8281,332762.9375,788694.375,542882.375,122550.7617,429941.5313,181473.5781,367390.5938,113065.7656,467100.5
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,750182.1875,,,,,,
129728.2734,25019.14258,,757515.9375,93742.79688,6042.706055,193873.1875,28901.99219,,192087.3906,348599.9688,,12782.67969,167058.6875,22010.85938,540080.3125,239493.0469,2574427.381
,,,,,17642.8457,,,,,1080331.75,157360.1563,,399253.5938,,537647.6875,,
,,,,,,,,,,,389450.2813,,,,,,
,,,680665.75,,92849.35156,650447.6875,360875.9688,,,1430958.75,360799.2188,,1175399,,,,
2349067.75,,,,101463.6875,,150945.7109,1487858.844,90486.63281,84017.76758,2107279.957,126222.1563,42595696,5212416.855,562441.3125,50868.30859,1387098.082,73033.69727
13599881.21,12919.74902,320392.2393,16199.9043,5954430.297,9774.628906,1038312.023,28795825.12,584324.7734,,29030677.37,1901186.59,964460.8906,36045537.3,569127.7949,28136.78711,1194142.438,32181.23047
,,,,46647.10547,76222.35938,335739.9688,165649.7656,,,589487.6875,1220575.125,,,,,,113177.0898
,19823.20508,,349397.8438,71021.14063,,,,,279161.1484,371167.0859,500066.4609,,750074.5449,,104880.1719,,132547.1563
575770.6406,203062.0938,211760.9531,450821.5625,117996.0391,20522.36719,260716.1406,132020.1875,75286.77344,81032.60938,,595221.7344,134017.3594,,,,,
,,,,,,,,,,,,,,,,,
,,,,26605.64844,,,,,,532156.207,37517.73047,,313863.2734,,756604.3438,,42646.08203
,,,,,,,,,148397.4688,,,,485487.375,,846392.3125,,
9233.631836,20767.17578,13487.90723,371891.3125,,,916543.418,614328.125,,,2208331.75,558592.1875,107595.2813,1196803,,,187242.4531,39712.55078
,,,288380.0859,58132.37109,347696.7188,,42604.47656,,102268.625,,1477047.188,,,,,,783894.8125
,,,98493.70313,,,,70342.9375,,53420.27734,121472.8438,979780.875,,,,,,
,,,1734910.375,146966.9219,124765.4297,,464568.7813,,698339.5,2551922.75,859966.75,,1553367.75,,144006.875,,60056.5
,,,46455.25391,,,124936.6719,36403.20313,,,91013.9375,361166.3438,,20092.24414,,,,
,,,,,,,,,,,,,,,,,
,,,512853.1563,88996.23438,,502179.75,303769.4375,,401108.0625,392788.6875,347590.75,,141016.75,,328555.5313,,72448.82813
,,,,,161289.9531,25578.73633,,,77518.57031,,1004144.188,,,,,,813158.25
,,,,,,,,,,,326365.6875,,,,,,
,,,,,35778.73828,288650.5,219387.4844,,66115.83594,127710.2891,634877.625,,502536.3438,,133846.3125,,225233.2813
,,,509675.0313,119053.2266,100120.6875,1330328.625,897843.1875,,629395.9375,1875439.75,2180713.75,,2253651.75,,1339465.5,144358.8125,792480.375
,,,424488.25,,35763.61328,362697.2188,,,568175.25,537825.875,3198267.25,,,,1752410.875,,93758.14063
,,,1006146.375,292703.0938,201657.9688,2351368.375,719208.9375,,1284870.824,3404623.891,4182818.25,,4923651,,8526634,254371.7969,978230.625
237933.76,263972.4688,2214.892578,337431.1304,46574.9043,14089.11035,42847.67798,193851.1729,1001190.876,8602.5,686803.0588,160776.4063,135104.6719,246673.7031,,244998.8828,,
2068499.234,1440572.875,1191158.656,1012460.07,5034873.51,10891.08398,1324639.25,568277.7656,7821983.5,17099.84961,5910625,4848753.5,2337605.25,,551731.1885,4464374.842,1089712.125,
7710048.158,7470344.991,6192983.191,11869299.93,1769210.664,623827.582,12148727.6,10979740.83,56160524.02,368552.2834,5283123.304,7499475.551,5819886.816,5162084.992,1541620.355,1805956.621,52883.72656,1544792.718
4284359.125,4073629.268,729145.75,8263380.828,253277.3965,165562.875,3735626.387,7108096.041,3259109.25,4131265.891,6023077.168,2711669.871,2437676,139044.6514,704662.8125,1505981,,117075.0938
,,,140197.7188,15272.79395,3170.122803,7479.87793,7617.98877,,91964.54688,,1973884.5,,448252.2813,,441925.5938,,45656.59766
,,,25931.26172,,,,,,,,347291.9375,,,14419.46289,,8504.931641,
,,,,,44924.16016,122363.6953,77663.89844,,289733.875,79282.19531,247059.6953,,260073.4844,,391897.7188,,91938.95313
,,,,,,68155.5,51745.40234,63665.67188,44437.60156,,291987.7188,,,,,,
,,,932297.75,35225.31641,6536.79834,1418537.25,1117216.25,,768031.7227,2341610.129,1150939.001,,1348502.589,,391757.0508,,161343.0977
201750.6094,164874.6719,1521855.125,,,,46739.08203,319741.9375,1134482,,,,,,1164893.25,,104722.9531,
1773797.078,4159144.5,986906.125,18779436.05,613018.8359,83287.22852,12916584,6604400.236,492322.25,2193685.518,16512344.66,10291444.5,3772984.938,12313004.2,1655148,19359318.25,772842.875,1890479.938
,,,,,108580.3438,,,,,271841.5625,1796757.5,,594105.625,,,,229702.6563
,,,307749.8359,36435.74219,60323.16016,82859.65625,,,417310.5,3983682.125,4081805.492,,2777526.813,,1522686.75,,179480.2813
,,,,185512.4531,,,,,2477265,2588733.75,460570.625,,,,6498755,,
,,,,,,,,,,,,,,,,,
,72975.42188,,,,,19192.74219,,,219463.9844,232406.2969,141400.7656,,404823.3438,36706.32031,,,
,,,80135.22656,,,292956.875,68350.17188,,21564.25586,79095.01563,825197.0625,,,,,,
,,,,,,1421762.125,,,155408.1719,2331909.75,751569.9375,,1486388.375,,,,
,,,,53877.05859,167546.125,,222070.3828,,,612156.1563,2447891.941,,1509152.141,324189.3438,72408.78125,85316.9375,1022926.063
,,,,35667.16406,,292581.9375,112958.9063,,,456035.2188,1533489,,29045.02539,,69473.71875,,
,1505451.875,,180633.5313,,109067.875,621434.9531,229647.3359,324285,69673.94531,837962.6484,1010773.781,,565320.625,,,,108362.6328
9628.310547,64548.80518,14967.56689,5174518.75,147664.1992,82807.84375,4502753.863,6613392.196,,6063151,2165150.43,3193792.875,44207.36426,9083755,,1502135.23,232016.7441,
1145210.375,13735938,8312374.24,5188438.805,2177284.92,715963.416,18239610.96,2851213.125,17792794,3608607.086,23818303.77,7552922.051,4508610.875,19029857.82,2510868.75,3779625.176,464297.9453,1273790.031
,,,,50014.33984,,976449.3594,62098.01563,,,353655.2617,,,1068909.875,,,,
,,,140987.2188,,,244546.625,,,,,144558.875,,239874.4844,,1003731.375,,163565.5469
,,,1230286.336,198469.5781,123790.1563,1029771.25,587968.875,,890237.5313,1968797.836,858329.4375,,2461247.875,,3569070.938,,272730.875
,,,,,,,,,,,511993.25,,,,,,
,,,,,,110529.8984,60042.97656,,,,506778.5313,,,,32182.30664,,
504913.1094,20612.31445,36766.85107,732132.0625,184749.0938,19135.07813,643460.9883,,36781.86719,192392.875,1986833.844,497862.625,,13569.9248,,709305.5,305204.1875,
,,,,,,,,,30335.52148,37301.22656,1279269.938,,15468.84961,,28501.11328,,
,,,,,,,,,,,,,,,,,
,,,24575.12305,25816.41406,,,,,23942.88086,281032.125,915864.3125,,,25608.97266,,,131068.0781
,,,161937.1875,,,,,,97419.91016,366407.0938,253238.1719,,1187897.25,,840904.3125,,
,,4434.830566,1909711.982,88425.43066,,538095.3906,909426.5625,,540383.9063,1966560.82,1004203.563,,371973.875,,,,49769.02344
,,,,17717.45508,,,,,,,462502.5,,20776.60352,,,,
,,,,79089.59375,,,,,,29386003.75,18463.45898,,,44025.43359,421411.5938,16892.93945,40761.33594
,,,44035.23438,,,,43041.98438,,50572.45703,466139.5,236220.9375,,,,318052.6875,,67885.72656
,,,,,,,,,,,,,,,,,
,,,,9200.067383,5103.497559,99551.12891,70927.66992,,,422411.5625,829762.6875,,,,,,
,,,36940.38281,,,,,,,200156.1094,,,,,599056.8125,40551.94922,72670.28125
,,,178832.8125,88373.63281,75513,,23312.32031,,250314.2188,3229272.5,700200.4375,,700553.5625,,2808132.906,61901.85547,198871.8086
,,,,,,,,,,,,,,,,,
187369.1406,289475.2813,174603.8906,1157816.828,,,1463753.5,766067.7969,2772987.75,154152.5469,686148.7578,347781.7188,,544872.4375,,,,
,,,,,,,,,,3011743.75,131029.4453,,176132.5938,,,,
,,,,,,,,,,,324181.0938,,,,,,
,,,,,,,,,,,,,,,,,
674835.875,107351.8867,4245152.5,,,5659.976563,,,,,,89140.65625,,,36957.26172,,,62151.86914
,,,,,,,,,,,,,,,,,
10471.60449,,16050.39844,,14820.63574,,,,,,,850795.625,,,35935.46484,,,
917154.6074,10716.12793,960968.1621,2199451.25,,9672.754883,1151450.75,917316.75,21388.92725,1105053.375,19548.74365,17188.77539,143098.6816,3970.041016,7418.78418,891772.543,18378.73828,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,659107.875,,,,,,80257.03906
30379894,70167840,62995168,39954631.06,7707075.494,13296823.11,150303584.1,54396198.85,162006190.8,12003868.47,69719993.06,45351219.38,65421772.87,41593778.75,24135618,26528338.7,15155995.25,9280481.512
5306586,6244266.957,3495994.5,19756665.16,1013876.635,14450.87305,14702325.03,16456219.43,20558524,6316187.594,14301050.19,5153275.359,8234816.5,10886743.56,1212897,903528.5,282884.0381,2065255.703
8802836,19081098,11976595,10378439.65,1759882.484,3384415.082,16025718.58,12378081.52,20683184,4107634.914,15684430.75,3971589.984,17313084.75,9896885.473,,7967365.965,85819.21875,186750.3945
,,,,,5566.989746,,509082.4063,,,,474375.875,,868248.8125,,,,
,16597.71289,,373208.5391,26192.77734,58751.57813,941274.4961,250522.4375,,309409.6875,327220.3125,2677904.266,,414403.3125,,935710.5,,181646.5313
,,,,,,,,,,,252790.7969,,,,,,
,,,183235.1406,,23537.47852,256381.8281,130347.8594,,,,4113022.875,,141343.2656,,,36943.47266,
,,,,,13046.92969,,,,,60116.8125,649172.9375,,,,,,183753.9531
22714224,28042294,16460516,18481686.65,3351675.563,,19900562.08,22852679.56,17665132,14607293.19,24608230.51,19063070,12869629,17588084.3,13186210,7337080.365,1494964.827,6580552.5
,,,428975.25,758051.0625,195037.3125,338624.3125,844613.625,,358094.3438,624708.9375,1189020,,2613195,,2402197,38484.91797,860400.5
,,,98784.4375,14268.01758,12078.94141,218714.8281,88800.64063,,119534.1641,102491.8594,2972580.5,,71729.61719,,101683.1563,,22504.45313
,,,,,29915.61328,,,,,,169506.2656,,,,,,
,,,86969.52344,,,169601.6406,179156.2188,,54924.1875,156964.8281,140932.1563,,323458.1563,,,,
,,,,,,9579.213867,,,,40521.44141,,,103386.1797,,542522.9375,,
245014.3438,1079103.422,1218834.813,1465614.25,354115.6055,280604.6196,632172.7031,721402.4492,360492.875,,4245054.141,1004911.445,415440.7188,369138.8066,1079682,1854904,842432.9375,820108.8203
,,,22860.38672,,,3472892.5,3077602.525,,1945303.125,8955800.623,6565054.309,,6941037,,,,232688.3594
11237469,12570768,15809296,104591.2266,,25437.82617,54831.28906,14383.91113,18236444,,373427.3438,906445.3125,14485207,898229.0625,15361693,,,27970.36914
,,,,,,,,,51758.69531,282558.125,583018.125,,,,,,
821015.375,1515729.844,,11708462.1,1090686.211,145327.7344,11300025.49,5203799.75,155451.2656,5992414.238,14924668.83,12938933.95,1187484.75,8295836.547,68731.6875,19196942.62,1158582.344,772074.9375
628048.375,2435048.25,1241575.125,8549261,,,8318774,3061172.5,3936085.75,1708303.125,15832356.48,2705028,1030262.188,3441847,,1733627.75,,52834.12891
,,,,,,,,,,,,,,,,,
,,,154632.7188,,,213706.6406,131362.4688,,94423.82813,192397.0781,694580.75,,124815.5859,,198460.668,,
,,,,,,,,,,,,,,,,,
1285744.875,326148.2188,,587939.75,,,417400.7695,105216.2344,,284300.9375,1848802.875,,345422.2188,,,2346259.25,145696.8125,
,23609.04297,,714124.0625,,,1672928.75,738173.5,,322903.2188,1139845.125,9086262.055,,583910.0625,,1198167.578,,
571968.3047,1556876.938,1223096.875,1007131.805,,,5946371.578,2070793.625,,1919687.785,5010899.887,2647600.137,1104565.875,5176023.764,1225535.75,3491557.773,,26054.13086
4015617.819,2798051.405,884222.917,23375324.06,437316.3535,,4495948.012,10955065.5,,6301142.152,8007390.176,4315976.711,64755.80859,12079021.19,,3117709.526,9607.858398,425663.3594
,,,,,,97752.21875,,,,,602348.25,,29490.0918,,,,
,,,,,,,,,,1485950.75,432689.8125,,972464.4375,,,,162686.9063
,,,861497.5,14305.27441,20889.95703,835509.4375,693074.1875,,562398.0625,,1344300.875,,353382.0938,,181847.0313,11047.51563,104148.2344
